listing_id,niche,season,product,angle,design_text,title,tags,price_usd,est_fees_usd,est_cogs_usd,est_profit_usd,est_margin_pct,priority,status
LB-00450,Boy Moms,Evergreen,Sticker,Profession Pride,Built for Service,Built for Service Sticker | Evergreen | Boy Moms,funny gift|personalized gift|custom shirt|boy moms|boy gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00451,Plant Lovers,Evergreen,Sticker,Photo Style,Snapshot Memory,Snapshot Memory Sticker | Evergreen | Plant Lovers,funny gift|personalized gift|custom shirt|plant lovers|plant gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00452,Nurses,Halloween,Sticker,Sentimental,Always in My Heart,Always in My Heart Sticker | Halloween | Nurses,halloween shirt|spooky mug|cute halloween|nurses|nurses gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00453,Book Lovers,Christmas,T-Shirt,Minimalist,Dog Mom Club,Dog Mom Club T-Shirt | Christmas | Book Lovers,christmas gift|holiday shirt|xmas mug|book lovers|book gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00454,Teachers,Mothers Day,Sweatshirt,Sentimental,My Favorite Human,My Favorite Human Sweatshirt | Mothers Day | Teachers,mothers day gift|gift for mom|mama gift|teachers|teachers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00455,Plant Lovers,Mothers Day,Sticker,Pun,Respawn and Repeat,Respawn and Repeat Sticker | Mothers Day | Plant Lovers,mothers day gift|gift for mom|mama gift|plant lovers|plant gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00456,Christian Moms,Halloween,T-Shirt,Sentimental,Thank You for Everything,Thank You for Everything T-Shirt | Halloween | Christian Moms,halloween shirt|spooky mug|cute halloween|christian moms|christian gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00457,Teachers,Graduation,Sweatshirt,Custom Name,Est. Year Custom,Est. Year Custom Sweatshirt | Graduation | Teachers,graduation gift|class of 2026|grad shirt|teachers|teachers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00458,New Moms,Christmas,Mug,Photo Style,Picture + Name,Picture + Name Mug | Christmas | New Moms,christmas gift|holiday shirt|xmas mug|new moms|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00459,Therapists,Fathers Day,Mug,Minimalist,Teacher Vibes,Teacher Vibes Mug | Fathers Day | Therapists,fathers day gift|gift for dad|dad shirt|therapists|therapists gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00460,Grandmas/Nanas,Fathers Day,T-Shirt,Profession Pride,Classroom Hero,Classroom Hero T-Shirt | Fathers Day | Grandmas/Nanas,fathers day gift|gift for dad|dad shirt|grandmas nanas|grandmas/nanas gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00461,Real Estate Agents,Back to School,Sweatshirt,Sentimental,Built with Love,Built with Love Sweatshirt | Back to School | Real Estate Agents,back to school|teacher shirt|classroom decor|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00462,Real Estate Agents,Back to School,Sweatshirt,Profession Pride,Built for Service,Built for Service Sweatshirt | Back to School | Real Estate Agents,back to school|teacher shirt|classroom decor|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00463,Nurses,Fathers Day,T-Shirt,Profession Pride,Caregiver Heart,Caregiver Heart T-Shirt | Fathers Day | Nurses,fathers day gift|gift for dad|dad shirt|nurses|nurses gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00464,Boy Moms,Halloween,Mug,Photo Style,Polaroid Frame Style,Polaroid Frame Style Mug | Halloween | Boy Moms,halloween shirt|spooky mug|cute halloween|boy moms|boy gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00465,Girl Moms,Evergreen,Sticker,Profession Pride,Caregiver Heart,Caregiver Heart Sticker | Evergreen | Girl Moms,funny gift|personalized gift|custom shirt|girl moms|girl gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00466,Christian Moms,Mothers Day,Mug,Profession Pride,Classroom Hero,Classroom Hero Mug | Mothers Day | Christian Moms,mothers day gift|gift for mom|mama gift|christian moms|christian gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00467,Plant Lovers,Christmas,Sticker,Sarcastic,Barely Functioning,Barely Functioning Sticker | Christmas | Plant Lovers,christmas gift|holiday shirt|xmas mug|plant lovers|plant gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00468,Book Lovers,Graduation,Mug,Profession Pride,Classroom Hero,Classroom Hero Mug | Graduation | Book Lovers,graduation gift|class of 2026|grad shirt|book lovers|book gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00469,Therapists,Mothers Day,Sweatshirt,Retro,Retro Script,Retro Script Sweatshirt | Mothers Day | Therapists,mothers day gift|gift for mom|mama gift|therapists|therapists gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00470,Grandmas/Nanas,Graduation,Sticker,Pun,Respawn and Repeat,Respawn and Repeat Sticker | Graduation | Grandmas/Nanas,graduation gift|class of 2026|grad shirt|grandmas nanas|grandmas/nanas gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00471,Christian Moms,Evergreen,T-Shirt,Pun,Respawn and Repeat,Respawn and Repeat T-Shirt | Evergreen | Christian Moms,funny gift|personalized gift|custom shirt|christian moms|christian gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00472,Christian Moms,Evergreen,T-Shirt,Profession Pride,Healing Hands,Healing Hands T-Shirt | Evergreen | Christian Moms,funny gift|personalized gift|custom shirt|christian moms|christian gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00473,Graduation Families,Back to School,Sticker,Retro,Groovy Flowers,Groovy Flowers Sticker | Back to School | Graduation Families,back to school|teacher shirt|classroom decor|graduation families|graduation gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00474,Therapists,Graduation,Sweatshirt,Custom Name,Add Kid Names,Add Kid Names Sweatshirt | Graduation | Therapists,graduation gift|class of 2026|grad shirt|therapists|therapists gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00475,Boy Moms,Fathers Day,T-Shirt,Pun,Read Sleep Repeat,Read Sleep Repeat T-Shirt | Fathers Day | Boy Moms,fathers day gift|gift for dad|dad shirt|boy moms|boy gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00476,Moms of 2+,Mothers Day,Sweatshirt,Retro,Groovy Flowers,Groovy Flowers Sweatshirt | Mothers Day | Moms of 2+,mothers day gift|gift for mom|mama gift|moms of 2+|moms gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00477,Plant Lovers,Mothers Day,Sweatshirt,Sentimental,Forever Proud,Forever Proud Sweatshirt | Mothers Day | Plant Lovers,mothers day gift|gift for mom|mama gift|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00478,Boy Moms,Evergreen,T-Shirt,Minimalist,Grace Over Grind,Grace Over Grind T-Shirt | Evergreen | Boy Moms,funny gift|personalized gift|custom shirt|boy moms|boy gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00479,Teachers,Fathers Day,Mug,Sentimental,My Favorite Human,My Favorite Human Mug | Fathers Day | Teachers,fathers day gift|gift for dad|dad shirt|teachers|teachers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00480,Christian Moms,Graduation,Sweatshirt,Profession Pride,Classroom Hero,Classroom Hero Sweatshirt | Graduation | Christian Moms,graduation gift|class of 2026|grad shirt|christian moms|christian gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00481,Real Estate Agents,Graduation,Sweatshirt,Sarcastic,Chaos Coordinator,Chaos Coordinator Sweatshirt | Graduation | Real Estate Agents,graduation gift|class of 2026|grad shirt|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00482,Cat Moms,Fathers Day,Sweatshirt,Custom Name,Add Kid Names,Add Kid Names Sweatshirt | Fathers Day | Cat Moms,fathers day gift|gift for dad|dad shirt|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00483,New Dads,Evergreen,Mug,Custom Name,Personalized Family Name,Personalized Family Name Mug | Evergreen | New Dads,funny gift|personalized gift|custom shirt|new dads|new gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00484,Dental Hygienists,Christmas,Sweatshirt,Minimalist,Mama Era,Mama Era Sweatshirt | Christmas | Dental Hygienists,christmas gift|holiday shirt|xmas mug|dental hygienists|dental gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00485,New Dads,Mothers Day,Sweatshirt,Retro,Distressed Classic,Distressed Classic Sweatshirt | Mothers Day | New Dads,mothers day gift|gift for mom|mama gift|new dads|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00486,Christian Moms,Evergreen,T-Shirt,Minimalist,Booktrovert,Booktrovert T-Shirt | Evergreen | Christian Moms,funny gift|personalized gift|custom shirt|christian moms|christian gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00487,Moms of 2+,Mothers Day,Sticker,Sentimental,Forever Proud,Forever Proud Sticker | Mothers Day | Moms of 2+,mothers day gift|gift for mom|mama gift|moms of 2+|moms gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00488,Nurses,Evergreen,T-Shirt,Profession Pride,Classroom Hero,Classroom Hero T-Shirt | Evergreen | Nurses,funny gift|personalized gift|custom shirt|nurses|nurses gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00489,Coffee Lovers,Mothers Day,Sweatshirt,Profession Pride,Nurse Strong,Nurse Strong Sweatshirt | Mothers Day | Coffee Lovers,mothers day gift|gift for mom|mama gift|coffee lovers|coffee gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00490,Book Lovers,Back to School,Sweatshirt,Minimalist,Dog Mom Club,Dog Mom Club Sweatshirt | Back to School | Book Lovers,back to school|teacher shirt|classroom decor|book lovers|book gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00491,Teachers,Evergreen,Mug,Profession Pride,Classroom Hero,Classroom Hero Mug | Evergreen | Teachers,funny gift|personalized gift|custom shirt|teachers|teachers gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00492,Plant Lovers,Graduation,Sweatshirt,Minimalist,Booktrovert,Booktrovert Sweatshirt | Graduation | Plant Lovers,graduation gift|class of 2026|grad shirt|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00493,Boy Moms,Back to School,T-Shirt,Profession Pride,Nurse Strong,Nurse Strong T-Shirt | Back to School | Boy Moms,back to school|teacher shirt|classroom decor|boy moms|boy gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00494,Therapists,Fathers Day,Sticker,Profession Pride,Nurse Strong,Nurse Strong Sticker | Fathers Day | Therapists,fathers day gift|gift for dad|dad shirt|therapists|therapists gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00495,Gamers,Mothers Day,Mug,Sentimental,Thank You for Everything,Thank You for Everything Mug | Mothers Day | Gamers,mothers day gift|gift for mom|mama gift|gamers|gamers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00496,Girl Moms,Graduation,Sweatshirt,Minimalist,Nurse Life,Nurse Life Sweatshirt | Graduation | Girl Moms,graduation gift|class of 2026|grad shirt|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00497,Teachers,Back to School,T-Shirt,Minimalist,Class of 2026,Class of 2026 T-Shirt | Back to School | Teachers,back to school|teacher shirt|classroom decor|teachers|teachers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00498,Nurses,Graduation,Sweatshirt,Pun,Paws and Effect,Paws and Effect Sweatshirt | Graduation | Nurses,graduation gift|class of 2026|grad shirt|nurses|nurses gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00499,Teachers,Christmas,Sticker,Minimalist,Teacher Vibes,Teacher Vibes Sticker | Christmas | Teachers,christmas gift|holiday shirt|xmas mug|teachers|teachers gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00500,Grandmas/Nanas,Evergreen,T-Shirt,Retro,Distressed Classic,Distressed Classic T-Shirt | Evergreen | Grandmas/Nanas,funny gift|personalized gift|custom shirt|grandmas nanas|grandmas/nanas gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00501,Cat Moms,Fathers Day,Sticker,Minimalist,Grace Over Grind,Grace Over Grind Sticker | Fathers Day | Cat Moms,fathers day gift|gift for dad|dad shirt|cat moms|cat gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00502,Girl Moms,Back to School,T-Shirt,Minimalist,Grace Over Grind,Grace Over Grind T-Shirt | Back to School | Girl Moms,back to school|teacher shirt|classroom decor|girl moms|girl gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00503,Graduation Families,Back to School,Mug,Photo Style,Picture + Name,Picture + Name Mug | Back to School | Graduation Families,back to school|teacher shirt|classroom decor|graduation families|graduation gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00504,Moms of 2+,Mothers Day,Mug,Custom Name,Add Kid Names,Add Kid Names Mug | Mothers Day | Moms of 2+,mothers day gift|gift for mom|mama gift|moms of 2+|moms gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00505,Boy Moms,Evergreen,Sweatshirt,Minimalist,Grace Over Grind,Grace Over Grind Sweatshirt | Evergreen | Boy Moms,funny gift|personalized gift|custom shirt|boy moms|boy gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00506,Plant Lovers,Mothers Day,Sweatshirt,Pun,Holy Moly Guacamole,Holy Moly Guacamole Sweatshirt | Mothers Day | Plant Lovers,mothers day gift|gift for mom|mama gift|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00507,Nurses,Graduation,Mug,Sentimental,Always in My Heart,Always in My Heart Mug | Graduation | Nurses,graduation gift|class of 2026|grad shirt|nurses|nurses gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00508,Cat Moms,Evergreen,Mug,Sentimental,Loved Beyond Words,Loved Beyond Words Mug | Evergreen | Cat Moms,funny gift|personalized gift|custom shirt|cat moms|cat gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00509,Cat Moms,Mothers Day,Sweatshirt,Sarcastic,Professionally Tired,Professionally Tired Sweatshirt | Mothers Day | Cat Moms,mothers day gift|gift for mom|mama gift|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00510,New Dads,Mothers Day,Mug,Profession Pride,Healing Hands,Healing Hands Mug | Mothers Day | New Dads,mothers day gift|gift for mom|mama gift|new dads|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00511,Cat Moms,Christmas,T-Shirt,Retro,Distressed Classic,Distressed Classic T-Shirt | Christmas | Cat Moms,christmas gift|holiday shirt|xmas mug|cat moms|cat gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00512,Real Estate Agents,Back to School,Sweatshirt,Profession Pride,Caregiver Heart,Caregiver Heart Sweatshirt | Back to School | Real Estate Agents,back to school|teacher shirt|classroom decor|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00513,Fitness Moms,Evergreen,Sweatshirt,Photo Style,Photo Collage Layout,Photo Collage Layout Sweatshirt | Evergreen | Fitness Moms,funny gift|personalized gift|custom shirt|fitness moms|fitness gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00514,Teachers,Christmas,T-Shirt,Pun,Read Sleep Repeat,Read Sleep Repeat T-Shirt | Christmas | Teachers,christmas gift|holiday shirt|xmas mug|teachers|teachers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00515,Gamers,Halloween,Sticker,Profession Pride,Proud to Teach,Proud to Teach Sticker | Halloween | Gamers,halloween shirt|spooky mug|cute halloween|gamers|gamers gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00516,Cat Moms,Mothers Day,T-Shirt,Minimalist,Booktrovert,Booktrovert T-Shirt | Mothers Day | Cat Moms,mothers day gift|gift for mom|mama gift|cat moms|cat gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00517,New Dads,Mothers Day,Sweatshirt,Profession Pride,Healing Hands,Healing Hands Sweatshirt | Mothers Day | New Dads,mothers day gift|gift for mom|mama gift|new dads|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00518,Coffee Lovers,Graduation,Mug,Pun,Grade A Chaos,Grade A Chaos Mug | Graduation | Coffee Lovers,graduation gift|class of 2026|grad shirt|coffee lovers|coffee gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00519,Book Lovers,Back to School,Mug,Sentimental,My Favorite Human,My Favorite Human Mug | Back to School | Book Lovers,back to school|teacher shirt|classroom decor|book lovers|book gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00520,Book Lovers,Halloween,T-Shirt,Pun,Paws and Effect,Paws and Effect T-Shirt | Halloween | Book Lovers,halloween shirt|spooky mug|cute halloween|book lovers|book gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00521,Real Estate Agents,Graduation,Sweatshirt,Pun,Plant Parent Energy,Plant Parent Energy Sweatshirt | Graduation | Real Estate Agents,graduation gift|class of 2026|grad shirt|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00522,New Moms,Halloween,Sweatshirt,Custom Name,Monogram Style,Monogram Style Sweatshirt | Halloween | New Moms,halloween shirt|spooky mug|cute halloween|new moms|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00523,Nurses,Back to School,Sweatshirt,Photo Style,Picture + Name,Picture + Name Sweatshirt | Back to School | Nurses,back to school|teacher shirt|classroom decor|nurses|nurses gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00524,Gamers,Halloween,Sweatshirt,Minimalist,Class of 2026,Class of 2026 Sweatshirt | Halloween | Gamers,halloween shirt|spooky mug|cute halloween|gamers|gamers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00525,Boy Moms,Christmas,T-Shirt,Sarcastic,Professionally Tired,Professionally Tired T-Shirt | Christmas | Boy Moms,christmas gift|holiday shirt|xmas mug|boy moms|boy gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00526,Boy Moms,Mothers Day,Sticker,Profession Pride,Proud to Teach,Proud to Teach Sticker | Mothers Day | Boy Moms,mothers day gift|gift for mom|mama gift|boy moms|boy gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00527,Dog Moms,Back to School,Sticker,Sarcastic,Chaos Coordinator,Chaos Coordinator Sticker | Back to School | Dog Moms,back to school|teacher shirt|classroom decor|dog moms|dog gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00528,New Moms,Halloween,Mug,Profession Pride,Built for Service,Built for Service Mug | Halloween | New Moms,halloween shirt|spooky mug|cute halloween|new moms|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00529,Fitness Moms,Fathers Day,Sticker,Retro,Retro Script,Retro Script Sticker | Fathers Day | Fitness Moms,fathers day gift|gift for dad|dad shirt|fitness moms|fitness gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00530,Nurses,Christmas,Sticker,Minimalist,Grace Over Grind,Grace Over Grind Sticker | Christmas | Nurses,christmas gift|holiday shirt|xmas mug|nurses|nurses gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00531,Therapists,Fathers Day,Sticker,Sentimental,Thank You for Everything,Thank You for Everything Sticker | Fathers Day | Therapists,fathers day gift|gift for dad|dad shirt|therapists|therapists gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00532,New Dads,Back to School,Sweatshirt,Profession Pride,Proud to Teach,Proud to Teach Sweatshirt | Back to School | New Dads,back to school|teacher shirt|classroom decor|new dads|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00533,Therapists,Halloween,Sweatshirt,Retro,Retro Script,Retro Script Sweatshirt | Halloween | Therapists,halloween shirt|spooky mug|cute halloween|therapists|therapists gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00534,Cat Moms,Fathers Day,Mug,Pun,Fueled by Coffee and Chaos,Fueled by Coffee and Chaos Mug | Fathers Day | Cat Moms,fathers day gift|gift for dad|dad shirt|cat moms|cat gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00535,New Dads,Christmas,Mug,Custom Name,Personalized Family Name,Personalized Family Name Mug | Christmas | New Dads,christmas gift|holiday shirt|xmas mug|new dads|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00536,Teachers,Graduation,Sweatshirt,Custom Name,Personalized Family Name,Personalized Family Name Sweatshirt | Graduation | Teachers,graduation gift|class of 2026|grad shirt|teachers|teachers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
